"word","polarity"
"unstable","negative"
"unsteadily","negative"
"unsteadiness","negative"
"unsteady","negative"
"unsuccessful","negative"
"unsuccessfully","negative"
"unsupported","negative"
"unsure","negative"
"unsuspecting","negative"
"unsustainable","negative"
"untenable","negative"
"untested","negative"
"unthinkable","negative"
"unthinkably","negative"
"untimely","negative"
"untrue","negative"
"untrustworthy","negative"
"untruthful","negative"
"unusual","negative"
"unusually","negative"
"unwanted","negative"
"unwarranted","negative"
"unwelcome","negative"
"unwieldy","negative"
"unwilling","negative"
"unwillingly","negative"
"unwillingness","negative"
"unwise","negative"
"unwisely","negative"
"unworkable","negative"
"unworthy","negative"
"unyielding","negative"
"upheaval","negative"
"uprising","negative"
"uproar","negative"
"uproarious","negative"
"uproariously","negative"
"uproarous","negative"
"uproarously","negative"
"upset","negative"
"upsetting","negative"
"upsettingly","negative"
"urgency","negative"
"urgency","negative"
"urgent","negative"
"urgent","negative"
"urgently","negative"
"useless","negative"
"usurper","negative"
"utter","negative"
"utterly","negative"
"vagrant","negative"
"vague","negative"
"vague","negative"
"vagueness","negative"
"vain","negative"
"vainly","negative"
"vanity","negative"
"vehement","negative"
"vehemently","negative"
"vengeance","negative"
"vengeful","negative"
"vengefully","negative"
"vengefulness","negative"
"venom","negative"
"venom","negative"
"venomous","negative"
"venomously","negative"
"vent","negative"
"vent","negative"
"vestiges","negative"
"vestiges","negative"
"veto","negative"
"veto","negative"
"vexation","negative"
"vexing","negative"
"vexingly","negative"
"vice","negative"
"vicious","negative"
"viciously","negative"
"viciousness","negative"
"vile","negative"
"vileness","negative"
"villainous","negative"
"villainously","negative"
"villains","negative"
"villains","negative"
"villian","negative"
"villianous","negative"
"villianously","negative"
"vindictive","negative"
"vindictively","negative"
"vindictiveness","negative"
"violation","negative"
"violator","negative"
"violator","negative"
"violent","negative"
"violently","negative"
"viper","negative"
"virulence","negative"
"virulent","negative"
"virulently","negative"
"virus","negative"
"virus","negative"
"vocally","negative"
"vociferous","negative"
"vociferously","negative"
"void","negative"
"volatile","negative"
"volatility","negative"
"vomit","negative"
"vulgar","negative"
"waning","negative"
"waning","negative"
"wanton","negative"
"war","negative"
"war","negative"
"war-like","negative"
"war-like","negative"
"warfare","negative"
"warlike","negative"
"warning","negative"
"warning","negative"
"warped","negative"
"wary","negative"
"warily","negative"
"wariness","negative"
"waste","negative"
"wasteful","negative"
"wastefulness","negative"
"watchdog","negative"
"watchdog","negative"
"wayward","negative"
"weak","negative"
"weakening","negative"
"weakening","negative"
"weakness","negative"
"weakness","negative"
"weaknesses","negative"
"weaknesses","negative"
"weariness","negative"
"wearisome","negative"
"weary","negative"
"weary","negative"
"wedge","negative"
"wedge","negative"
"wee","negative"
"weed","negative"
"weird","negative"
"weird","negative"
"weirdly","negative"
"whips","negative"
"whips","negative"
"wicked","negative"
"wickedly","negative"
"wickedness","negative"
"widespread","negative"
"wild","negative"
"wildly","negative"
"wiles","negative"
"wily","negative"
"withheld","negative"
"withhold","negative"
"woe","negative"
"woebegone","negative"
"woeful","negative"
"woefully","negative"
"worn","negative"
"worried","negative"
"worriedly","negative"
"worrier","negative"
"worries","negative"
"worries","negative"
"worrisome","negative"
"worry","negative"
"worry","negative"
"worryingly","negative"
"worse","negative"
"worst","negative"
"worthless","negative"
"worthlessly","negative"
"worthlessness","negative"
"wound","negative"
"wound","negative"
"wounds","negative"
"wounds","negative"
"wreck","negative"
"wrath","negative"
"wretch","negative"
"wretched","negative"
"wretchedly","negative"
"wretchedness","negative"
"wrong","negative"
"wrongful","negative"
"wrought","negative"
"wrought","negative"
"yawn","negative"
"zealot","negative"
"zealous","negative"
"zealously","negative"
